contigName	contigLen	totalAvgDepth	ERR3211994.bam	ERR3211994.bam-var
ERR3211994_3373	11155	14.0842	14.0842	15.7678
ERR3211994_3374	2719	8.40249	8.40249	5.01472
ERR3211994_3375	2824	10.0636	10.0636	15.6472
ERR3211994_3376	1116	9.80745	9.80745	8.06032
ERR3211994_3377	1589	9.17304	9.17304	18.7635
ERR3211994_3378	1995	7.7626	7.7626	3.48808
ERR3211994_3379	1910	10.7199	10.7199	7.72537
ERR3211994_3380	1416	9.11453	9.11453	6.22005
ERR3211994_3381	2458	8.70971	8.70971	4.48265
ERR3211994_3382	1258	8.31408	8.31408	7.65915
ERR3211994_3383	1652	13.8309	13.8309	15.024
ERR3211994_3384	1963	9.89355	9.89355	13.3051
ERR3211994_3385	1652	8.40679	8.40679	4.53995
ERR3211994_3386	2000	8.06162	8.06162	6.4072
ERR3211994_3387	1094	6.86335	6.86335	1.12765
ERR3211994_3388	1153	6.63011	6.63011	2.03969
ERR3211994_3389	1097	18.227	18.227	14.6642
ERR3211994_3390	3152	13.6329	13.6329	18.7535
ERR3211994_3391	1916	13.3228	13.3228	17.5115
ERR3211994_3392	3659	13.1177	13.1177	23.804
ERR3211994_3393	2519	8.83411	8.83411	8.38501
ERR3211994_3394	2049	11.108	11.108	16.795
ERR3211994_3395	3160	12.0243	12.0243	11.1921
ERR3211994_3396	3518	13.9902	13.9902	19.5303
ERR3211994_3397	1536	11.4632	11.4632	16.399
ERR3211994_3398	2566	13.4176	13.4176	13.0136
ERR3211994_3399	1300	9.5313	9.5313	4.68091
ERR3211994_3400	1035	10.7062	10.7062	10.8412
ERR3211994_3401	1580	15.5371	15.5371	11.3334
ERR3211994_3402	1203	15.5451	15.5451	22.1988
ERR3211994_3403	1213	9.31985	9.31985	10.6453
ERR3211994_3404	2892	18.4486	18.4486	15.6855
ERR3211994_3405	2064	18.6505	18.6505	157.744
ERR3211994_3406	2950	11.03	11.03	8.45066
ERR3211994_3407	2990	10.9236	10.9236	11.8183
ERR3211994_3408	5969	15.0648	15.0648	27.5031
ERR3211994_3409	1398	7.59295	7.59295	3.95125
ERR3211994_3410	1982	14.2544	14.2544	29.2624
ERR3211994_3411	5393	10.6521	10.6521	9.12302
ERR3211994_3412	1197	12.8692	12.8692	31.1867
ERR3211994_3413	2444	11.2214	11.2214	10.4961
ERR3211994_3414	2156	8.05284	8.05284	5.35483
ERR3211994_3415	1046	9.44308	9.44308	4.13083
ERR3211994_3416	9496	15.4776	15.4776	62.1647
ERR3211994_3417	2057	13.4898	13.4898	15.8313
ERR3211994_3418	2657	13.3107	13.3107	20.2256
ERR3211994_3419	1349	10.1084	10.1084	7.33213
ERR3211994_3420	1067	12.8201	12.8201	7.13015
ERR3211994_3421	1095	8.51323	8.51323	3.695
ERR3211994_3422	2468	12.3447	12.3447	12.3901
ERR3211994_3423	2028	16.377	16.377	30.2698
ERR3211994_3424	1258	10.2753	10.2753	19.6559
ERR3211994_3425	1187	21.3018	21.3018	103.782
ERR3211994_3426	1463	7.78294	7.78294	5.59227
ERR3211994_3427	5841	14.6032	14.6032	15.5704
ERR3211994_3428	1149	12.05	12.05	15.1659
ERR3211994_3429	1873	9.19269	9.19269	11.1824
ERR3211994_3430	1536	5.37879	5.37879	7.7964
ERR3211994_3431	1400	7.36	7.36	12.3299
ERR3211994_3432	3559	10.6234	10.6234	11.2208
ERR3211994_3433	1047	7.54404	7.54404	4.63005
ERR3211994_3434	8807	17.7948	17.7948	26.9145
ERR3211994_3435	1754	47.3734	47.3734	148.878
ERR3211994_3436	3646	16.3856	16.3856	97.9653
ERR3211994_3437	15623	14.2978	14.2978	15.9612
ERR3211994_3438	1064	10.581	10.581	4.28093
ERR3211994_3439	1028	6.06834	6.06834	1.4138
ERR3211994_3440	1219	8.23293	8.23293	6.75373
ERR3211994_3441	2107	34.1359	34.1359	111.722
ERR3211994_3442	1361	9.76879	9.76879	13.2804
ERR3211994_3443	1235	9.16221	9.16221	7.35557
ERR3211994_3444	1159	12.6918	12.6918	53.656
ERR3211994_3445	1400	12.8456	12.8456	15.0466
ERR3211994_3446	10909	15.5739	15.5739	24.3593
ERR3211994_3447	2108	10.6369	10.6369	13.1583
ERR3211994_3448	3343	17.2155	17.2155	30.1232
ERR3211994_3449	2793	19.9992	19.9992	46.4891
ERR3211994_3450	1431	9.70023	9.70023	6.4351
ERR3211994_3451	2359	13.8927	13.8927	19.972
ERR3211994_3452	1033	10.7486	10.7486	6.95032
ERR3211994_3453	1493	9.12212	9.12212	7.01779
ERR3211994_3454	3024	13.4558	13.4558	15.2534
ERR3211994_3455	2303	13.634	13.634	16.1271
ERR3211994_3456	3010	8.32762	8.32762	5.41594
ERR3211994_3457	1083	8.18328	8.18328	3.00394
ERR3211994_3458	1806	11.5109	11.5109	24.9135
ERR3211994_3459	1630	8.46419	8.46419	6.16507
ERR3211994_3460	5276	15.6719	15.6719	19.1098
ERR3211994_3461	2594	20.1342	20.1342	43.9781
ERR3211994_3462	6754	15.2803	15.2803	32.375
ERR3211994_3463	1137	7.75177	7.75177	4.50119
ERR3211994_3464	1191	6.88184	6.88184	4.42543
ERR3211994_3465	2316	10.675	10.675	16.4606
ERR3211994_3466	1250	14.4173	14.4173	54.775
ERR3211994_3467	1192	12.4405	12.4405	43.7106
ERR3211994_3468	1805	8.44592	8.44592	6.42498
ERR3211994_3469	1064	8.39716	8.39716	4.51132
ERR3211994_3470	1024	11.635	11.635	17.5952
ERR3211994_3471	2506	8.78141	8.78141	3.96454
ERR3211994_3472	1167	18.3461	18.3461	36.1676
ERR3211994_3473	1083	6.27224	6.27224	3.97302
ERR3211994_3474	2767	10.6049	10.6049	15.1703
ERR3211994_3475	1996	12.546	12.546	18.3131
ERR3211994_3476	1525	8.83491	8.83491	8.55132
ERR3211994_3477	2575	11.2849	11.2849	8.44726
ERR3211994_3478	1625	11.0427	11.0427	16.813
ERR3211994_3479	1168	12.557	12.557	29.8497
ERR3211994_3480	11013	22.1217	22.1217	577.436
ERR3211994_3481	1901	8.69617	8.69617	5.70079
ERR3211994_3482	1700	10.4065	10.4065	17.6088
ERR3211994_3483	8474	12.6825	12.6825	33.244
ERR3211994_3484	1161	13.8229	13.8229	10.5221
ERR3211994_3485	1866	8.75175	8.75175	8.34297
ERR3211994_3486	1495	8.16803	8.16803	7.39144
ERR3211994_3487	2054	21.9328	21.9328	187.659
ERR3211994_3488	2685	15.3562	15.3562	24.7014
ERR3211994_3489	4754	11.3656	11.3656	9.29431
ERR3211994_3490	1131	11.1244	11.1244	8.10697
ERR3211994_3491	1433	7.4809	7.4809	7.46049
ERR3211994_3492	1161	7.13353	7.13353	4.42473
ERR3211994_3493	4192	20.6608	20.6608	29.4024
ERR3211994_3494	1743	9.61833	9.61833	9.68595
ERR3211994_3495	1478	10.994	10.994	19.7754
ERR3211994_3496	1861	10.1537	10.1537	7.01087
ERR3211994_3497	2124	26.0648	26.0648	130.513
ERR3211994_3498	1195	9.71005	9.71005	32.2636
ERR3211994_3499	1346	20.9365	20.9365	51.3382
ERR3211994_3500	1110	9.31458	9.31458	6.86654
ERR3211994_3501	1079	13.3229	13.3229	13.555
ERR3211994_3502	1252	12.5172	12.5172	25.5179
ERR3211994_3503	1567	12.5801	12.5801	11.5305
ERR3211994_3504	3300	7.54952	7.54952	3.9828
ERR3211994_3505	1249	8.27752	8.27752	4.88923
ERR3211994_3506	3155	8.28852	8.28852	16.377
ERR3211994_3507	2540	12.6803	12.6803	23.4578
ERR3211994_3508	1799	8.46331	8.46331	4.82282
ERR3211994_3509	1038	11.3052	11.3052	5.9327
ERR3211994_3510	2656	10.8057	10.8057	22.159
ERR3211994_3511	2285	11.3026	11.3026	16.497
ERR3211994_3512	11161	16.5123	16.5123	17.6434
ERR3211994_3513	6423	11.0577	11.0577	13.5066
ERR3211994_3514	5732	11.5004	11.5004	17.5763
ERR3211994_3515	2119	13.1407	13.1407	22.2022
ERR3211994_3516	1036	10.1761	10.1761	17.7159
ERR3211994_3517	1972	14.916	14.916	13.3764
ERR3211994_3518	2897	16.3957	16.3957	41.0998
ERR3211994_3519	1519	9.35427	9.35427	3.13389
ERR3211994_3520	1395	11.2482	11.2482	27.751
ERR3211994_3521	10372	11.72	11.72	17.813
ERR3211994_3522	1616	9.13643	9.13643	7.80802
ERR3211994_3523	1062	8.4386	8.4386	12.0203
ERR3211994_3524	2782	53.6212	53.6212	327.44
ERR3211994_3525	1898	10.9125	10.9125	27.8315
ERR3211994_3526	1032	6.66893	6.66893	3.70639
ERR3211994_3527	1563	7.37155	7.37155	7.014
ERR3211994_3528	1244	5.37934	5.37934	3.09932
ERR3211994_3529	1652	8.6265	8.6265	3.32276
ERR3211994_3530	1067	9.53108	9.53108	3.72965
ERR3211994_3531	1448	6.56163	6.56163	3.62188
ERR3211994_3532	1274	21.6352	21.6352	44.2355
ERR3211994_3533	1015	9.64393	9.64393	4.40543
ERR3211994_3534	1715	9.09137	9.09137	3.84907
ERR3211994_3535	2467	28.6733	28.6733	123.053
ERR3211994_3536	2194	10.9496	10.9496	11.2764
ERR3211994_3537	1015	8.29249	8.29249	5.51963
ERR3211994_3538	1467	10.9081	10.9081	18.8206
ERR3211994_3539	1774	12.7297	12.7297	12.349
ERR3211994_3540	3046	13.9886	13.9886	33.1029
ERR3211994_3541	1311	9.83376	9.83376	7.91456
ERR3211994_3542	2309	10.0232	10.0232	5.99857
ERR3211994_3543	1257	9.40289	9.40289	7.25163
ERR3211994_3544	2295	20.4685	20.4685	44.0831
ERR3211994_3545	5630	13.2423	13.2423	13.6217
ERR3211994_3546	1373	7.6713	7.6713	8.62018
ERR3211994_3547	1850	9.44235	9.44235	13.6252
ERR3211994_3548	1440	9.47907	9.47907	15.1249
ERR3211994_3549	3227	8.99642	8.99642	13.6583
ERR3211994_3550	1290	10.943	10.943	17.9695
ERR3211994_3551	4335	11.0105	11.0105	12.5773
ERR3211994_3552	1997	7.79426	7.79426	4.07684
ERR3211994_3553	2326	10.2385	10.2385	12.0585
ERR3211994_3554	1976	13.6933	13.6933	20.5676
ERR3211994_3555	1359	12.5029	12.5029	16.2817
ERR3211994_3556	1653	7.82036	7.82036	5.03559
ERR3211994_3557	1413	10.5408	10.5408	13.1424
ERR3211994_3558	1507	13.3456	13.3456	21.2381
ERR3211994_3559	1053	7.09413	7.09413	1.76164
ERR3211994_3560	1764	17.9287	17.9287	13.8505
ERR3211994_3561	1283	8.38217	8.38217	6.69744
ERR3211994_3562	1160	14.6406	14.6406	23.6396
ERR3211994_3563	1108	7.9405	7.9405	7.35801
ERR3211994_3564	1061	8.8112	8.8112	6.23244
ERR3211994_3565	1071	9.24104	9.24104	5.39183
ERR3211994_3566	1371	9.73874	9.73874	9.04563
ERR3211994_3567	1605	8.00619	8.00619	5.85346
ERR3211994_3568	1913	26.2433	26.2433	93.1459
ERR3211994_3569	5048	63.9034	63.9034	168.639
ERR3211994_3570	1081	6.46939	6.46939	4.17407
ERR3211994_3571	1657	29.5614	29.5614	57.7854
ERR3211994_3572	1181	10.354	10.354	78.1396
ERR3211994_3573	1983	13.8254	13.8254	39.6682
ERR3211994_3574	1159	12.6254	12.6254	107.087
ERR3211994_3575	3455	15.1734	15.1734	21.1815
ERR3211994_3576	1503	10.2092	10.2092	6.72768
ERR3211994_3577	1508	6.81296	6.81296	2.38946
ERR3211994_3578	1379	6.72579	6.72579	3.85717
ERR3211994_3579	1000	9.90588	9.90588	25.3645
ERR3211994_3580	1222	10.5382	10.5382	75.1359
ERR3211994_3581	1375	8.34204	8.34204	4.74489
ERR3211994_3582	2395	10.0196	10.0196	5.13152
ERR3211994_3583	2447	8.80496	8.80496	4.62657
ERR3211994_3584	2689	8.84246	8.84246	33.3523
ERR3211994_3585	2796	10.1682	10.1682	17.0632
ERR3211994_3586	1315	7.903	7.903	4.01206
ERR3211994_3587	1505	8.99114	8.99114	7.10331
ERR3211994_3588	5662	12.4835	12.4835	11.975
ERR3211994_3589	2612	12.643	12.643	16.0524
ERR3211994_3590	1100	10.9758	10.9758	18.2639
ERR3211994_3591	2339	16.0192	16.0192	22.1723
ERR3211994_3592	1883	11.1523	11.1523	9.43067
ERR3211994_3593	5240	17.8574	17.8574	308.441
ERR3211994_3594	1196	11.6912	11.6912	15.5036
ERR3211994_3595	1235	9.97972	9.97972	4.67857
ERR3211994_3596	1790	12.5177	12.5177	9.00516
ERR3211994_3597	1243	9.52516	9.52516	6.42914
ERR3211994_3598	2613	10.6184	10.6184	9.42379
ERR3211994_3599	2702	14.5874	14.5874	37.2564
ERR3211994_3600	5089	16.1587	16.1587	23.165
ERR3211994_3601	1347	9.95739	9.95739	19.4606
ERR3211994_3602	1505	53.9225	53.9225	796.834
ERR3211994_3603	1061	5.78156	5.78156	4.19728
ERR3211994_3604	1054	8.48119	8.48119	6.34732
ERR3211994_3605	3927	11.6029	11.6029	19.8925
ERR3211994_3606	1648	10.2817	10.2817	15.2112
ERR3211994_3607	3868	15.9629	15.9629	25.41
ERR3211994_3608	1182	7.05426	7.05426	7.20754
ERR3211994_3609	3060	13.4038	13.4038	18.865
ERR3211994_3610	1275	6.03467	6.03467	2.5513
ERR3211994_3611	1076	6.15983	6.15983	3.94848
ERR3211994_3612	1935	28.1843	28.1843	29.9767
ERR3211994_3613	1502	10.5259	10.5259	7.90602
ERR3211994_3614	1113	8.92835	8.92835	6.25793
ERR3211994_3615	8699	15.5213	15.5213	38.7951
ERR3211994_3616	4474	17.9181	17.9181	39.4663
ERR3211994_3617	2770	9.97977	9.97977	15.1141
ERR3211994_3618	1897	10.9994	10.9994	11.6455
ERR3211994_3619	1546	9.57665	9.57665	3.8744
ERR3211994_3620	1320	9.54615	9.54615	62.5783
ERR3211994_3621	2045	11.1488	11.1488	24.1479
ERR3211994_3622	1229	7.86006	7.86006	13.306
ERR3211994_3623	3059	54.7772	54.7772	934.38
ERR3211994_3624	1529	9.64177	9.64177	4.90932
ERR3211994_3625	1623	7.96402	7.96402	7.28474
ERR3211994_3626	1224	9.41434	9.41434	10.5579
ERR3211994_3627	1491	8.16555	8.16555	2.85614
ERR3211994_3628	1220	9.16075	9.16075	11.106
ERR3211994_3629	1010	6.10349	6.10349	3.03119
ERR3211994_3630	1711	9.672	9.672	5.818
ERR3211994_3631	3064	13.0041	13.0041	14.1744
ERR3211994_3632	2134	8.5247	8.5247	4.78102
ERR3211994_3633	1228	7.00093	7.00093	1.68895
ERR3211994_3634	1582	51.2828	51.2828	679.141
ERR3211994_3635	1181	8.1193	8.1193	6.26439
ERR3211994_3636	1891	15.0988	15.0988	21.3132
ERR3211994_3637	1085	7.49412	7.49412	5.60571
ERR3211994_3638	2143	8.46111	8.46111	4.83493
ERR3211994_3639	3431	16.1274	16.1274	15.0764
ERR3211994_3640	2791	12.2056	12.2056	17.2755
ERR3211994_3641	1415	8.88933	8.88933	11.0843
ERR3211994_3642	1409	6.97379	6.97379	5.61536
ERR3211994_3643	1688	11.435	11.435	10.691
ERR3211994_3644	1319	14.2139	14.2139	14.98
ERR3211994_3645	5104	16.6181	16.6181	13.0021
ERR3211994_3646	1751	9.78264	9.78264	8.71399
ERR3211994_3647	1763	13.8927	13.8927	26.0462
ERR3211994_3648	1114	21.4139	21.4139	56.6875
ERR3211994_3649	1349	6.63887	6.63887	7.66836
ERR3211994_3650	3300	10.574	10.574	17.7753
ERR3211994_3651	3049	20.9959	20.9959	58.1453
ERR3211994_3652	1541	8.46441	8.46441	9.61005
ERR3211994_3653	1853	17.0041	17.0041	74.0749
ERR3211994_3654	1040	9.09213	9.09213	16.2187
ERR3211994_3655	1486	6.91392	6.91392	4.32593
ERR3211994_3656	1275	7.11911	7.11911	1.55875
ERR3211994_3657	1612	10.2312	10.2312	23.2854
ERR3211994_3658	1267	8.85139	8.85139	8.30765
ERR3211994_3659	9583	15.0124	15.0124	24.9855
ERR3211994_3660	2041	8.80857	8.80857	6.56437
ERR3211994_3661	1817	77.5705	77.5705	2031.48
ERR3211994_3662	2719	30.7007	30.7007	133.693
ERR3211994_3663	1698	7.73837	7.73837	3.77829
ERR3211994_3664	2322	10.4567	10.4567	8.39288
ERR3211994_3665	1042	10.1502	10.1502	4.7114
ERR3211994_3666	3927	13.865	13.865	23.5347
ERR3211994_3667	1439	9.6346	9.6346	6.52397
ERR3211994_3668	1140	11.9414	11.9414	77.2633
ERR3211994_3669	4947	16.0571	16.0571	16.4698
ERR3211994_3670	1714	10.1023	10.1023	6.33503
ERR3211994_3671	4109	11.1205	11.1205	9.03729
ERR3211994_3672	1496	17.5453	17.5453	21.9552
ERR3211994_3673	1009	10.0698	10.0698	15.7153
ERR3211994_3674	1335	7.31055	7.31055	4.96093
ERR3211994_3675	1039	9.65129	9.65129	4.87601
ERR3211994_3676	1826	16.8013	16.8013	25.3677
ERR3211994_3677	2610	14.189	14.189	16.8926
ERR3211994_3678	1052	8.40798	8.40798	2.45712
ERR3211994_3679	1349	7.59967	7.59967	5.09668
ERR3211994_3680	5202	12.6308	12.6308	20.6488
ERR3211994_3681	1847	10.7295	10.7295	23.0182
ERR3211994_3682	1095	8.03598	8.03598	3.82922
ERR3211994_3683	1910	12.6432	12.6432	7.23018
ERR3211994_3684	1123	7.18602	7.18602	2.56311
ERR3211994_3685	2386	10.263	10.263	6.29145
ERR3211994_3686	2027	13.1279	13.1279	16.9101
ERR3211994_3687	1328	9.86587	9.86587	10.6124
ERR3211994_3688	3564	21.1957	21.1957	23.4989
ERR3211994_3689	3936	21.9205	21.9205	37.6455
ERR3211994_3690	22562	15.1912	15.1912	20.3169
ERR3211994_3691	1173	8.89345	8.89345	3.33209
ERR3211994_3692	2671	9.93653	9.93653	14.8237
ERR3211994_3693	4410	10.9082	10.9082	14.3375
ERR3211994_3694	1753	13.9258	13.9258	17.5734
ERR3211994_3695	3294	10.2061	10.2061	11.0254
ERR3211994_3696	7308	13.4681	13.4681	13.202
ERR3211994_3697	5280	14.5096	14.5096	23.6161
ERR3211994_3698	1110	8.03125	8.03125	2.53917
ERR3211994_3699	2449	6.53893	6.53893	3.18418
ERR3211994_3700	2446	9.25523	9.25523	7.82416
ERR3211994_3701	1059	11.6876	11.6876	10.0499
ERR3211994_3702	1303	7.42845	7.42845	5.2104
ERR3211994_3703	1223	10.1212	10.1212	13.7634
ERR3211994_3704	2962	10.8546	10.8546	12.6317
ERR3211994_3705	1963	9.03034	9.03034	5.18509
ERR3211994_3706	1036	47.8804	47.8804	264.639
ERR3211994_3707	2364	12.0009	12.0009	8.92278
ERR3211994_3708	1176	10.7827	10.7827	6.32441
ERR3211994_3709	2014	48.5842	48.5842	530.524
ERR3211994_3710	3116	15.5958	15.5958	37.0065
ERR3211994_3711	1073	6.53413	6.53413	8.8413
ERR3211994_3712	13795	15.7812	15.7812	26.3018
ERR3211994_3713	1734	6.8971	6.8971	5.22946
ERR3211994_3714	1647	10.1069	10.1069	10.9565
ERR3211994_3715	1166	9.55512	9.55512	18.0226
ERR3211994_3716	1364	5.6145	5.6145	3.04338
ERR3211994_3717	1921	9.15641	9.15641	5.4303
ERR3211994_3718	1987	13.804	13.804	14.8429
ERR3211994_3719	4185	42.9227	42.9227	289.031
ERR3211994_3720	1562	11.4901	11.4901	8.27279
ERR3211994_3721	5251	16.3623	16.3623	26.8874
ERR3211994_3722	5276	9.6668	9.6668	8.34708
ERR3211994_3723	1290	9.79649	9.79649	8.73466
ERR3211994_3724	1531	45.8197	45.8197	125.039
ERR3211994_3725	1493	10.2733	10.2733	9.26132
ERR3211994_3726	1396	7.05297	7.05297	1.9217
ERR3211994_3727	2240	12.7005	12.7005	21.8691
ERR3211994_3728	1191	17.9241	17.9241	17.1068
ERR3211994_3729	1519	10.9211	10.9211	20.6969
ERR3211994_3730	1055	8.53923	8.53923	8.17573
ERR3211994_3731	2250	16.6652	16.6652	39.3614
ERR3211994_3732	2931	13.1036	13.1036	14.6938
ERR3211994_3733	2706	8.79343	8.79343	15.0289
ERR3211994_3734	1275	11.2187	11.2187	6.5625
ERR3211994_3735	4980	14.4284	14.4284	15.8463
ERR3211994_3736	2418	11.2597	11.2597	17.2377
ERR3211994_3737	2692	11.5598	11.5598	10.8494
ERR3211994_3738	1036	18.7336	18.7336	65.1538
ERR3211994_3739	1261	7.45815	7.45815	7.55836
ERR3211994_3740	1355	24.7676	24.7676	252.823
ERR3211994_3741	1767	11.9029	11.9029	12.2461
ERR3211994_3742	4414	48.5521	48.5521	123.954
ERR3211994_3743	1057	8.20507	8.20507	6.93357
ERR3211994_3744	1689	9.20533	9.20533	4.60015
ERR3211994_3745	9161	13.0451	13.0451	15.2806
ERR3211994_3746	1526	9.25363	9.25363	4.55163
ERR3211994_3747	1416	10.267	10.267	6.02512
ERR3211994_3748	1211	7.64844	7.64844	5.19417
ERR3211994_3749	9979	14.0091	14.0091	43.4673
ERR3211994_3750	2196	6.75269	6.75269	3.54168
ERR3211994_3751	1283	5.78817	5.78817	3.25723
ERR3211994_3752	1976	10.2782	10.2782	16.6041
ERR3211994_3753	1270	10.3991	10.3991	6.51349
ERR3211994_3754	1311	9.89836	9.89836	7.72584
ERR3211994_3755	1771	11.8643	11.8643	35.8941
ERR3211994_3756	1515	8.54212	8.54212	14.9273
ERR3211994_3757	2138	11.5443	11.5443	17.0634
ERR3211994_3758	2775	10.9806	10.9806	9.71571
ERR3211994_3759	1427	9.14017	9.14017	4.98581
ERR3211994_3760	2510	13.5292	13.5292	24.003
ERR3211994_3761	1137	13.7457	13.7457	44.1737
ERR3211994_3762	1010	8.99767	8.99767	9.49013
ERR3211994_3763	2087	12.6107	12.6107	18.4527
ERR3211994_3764	1682	8.59922	8.59922	9.35852
ERR3211994_3765	7004	10.0073	10.0073	12.7913
ERR3211994_3766	2766	9.31078	9.31078	11.8172
ERR3211994_3767	4119	10.7354	10.7354	10.4492
ERR3211994_3768	1072	7.70716	7.70716	10.0249
ERR3211994_3769	2162	8.7162	8.7162	9.12626
ERR3211994_3770	1104	5.96436	5.96436	5.32723
ERR3211994_3771	1165	7.66207	7.66207	3.26537
ERR3211994_3772	4736	19.1044	19.1044	32.6628
ERR3211994_3773	1300	11.5939	11.5939	10.1422
ERR3211994_3774	1020	12.1816	12.1816	13.074
ERR3211994_3775	1061	7.90779	7.90779	2.18709
ERR3211994_3776	1615	8.31331	8.31331	6.82184
ERR3211994_3777	1414	15.6258	15.6258	68.5497
ERR3211994_3778	1528	6.68287	6.68287	6.17317
ERR3211994_3779	1683	8.54142	8.54142	6.95735
ERR3211994_3780	1180	8.24951	8.24951	3.14371
ERR3211994_3781	1122	13.0525	13.0525	25.2547
ERR3211994_3782	1370	8.52049	8.52049	6.532
ERR3211994_3783	1352	11.3785	11.3785	12.3053
ERR3211994_3784	8312	11.0787	11.0787	11.8393
ERR3211994_3785	1634	9.91644	9.91644	13.1637
ERR3211994_3786	1278	14.3688	14.3688	23.5675
ERR3211994_3787	1274	10.6361	10.6361	10.2513
ERR3211994_3788	1336	8.16695	8.16695	4.90882
ERR3211994_3789	5184	17.2783	17.2783	23.7038
ERR3211994_3790	1484	9.73163	9.73163	18.7786
ERR3211994_3791	5820	15.6175	15.6175	26.243
ERR3211994_3792	1771	11.6761	11.6761	27.1994
ERR3211994_3793	1112	7.68815	7.68815	4.59152
ERR3211994_3794	2584	9.72679	9.72679	7.35191
ERR3211994_3795	3688	21.1337	21.1337	53.8453
ERR3211994_3796	1209	8.72521	8.72521	7.14092
ERR3211994_3797	1794	12.5213	12.5213	19.1883
ERR3211994_3798	1137	18.2259	18.2259	30.0676
ERR3211994_3799	2880	9.95568	9.95568	7.52572
ERR3211994_3800	1565	10.0558	10.0558	11.6468
ERR3211994_3801	1810	11.9096	11.9096	12.2438
ERR3211994_3802	2597	8.10094	8.10094	11.7932
ERR3211994_3803	2354	10.7967	10.7967	7.88695
ERR3211994_3804	3772	10.7537	10.7537	14.3558
ERR3211994_3805	4014	11.2865	11.2865	11.8891
ERR3211994_3806	2037	106.941	106.941	1875.98
ERR3211994_3807	3504	11.8459	11.8459	14.7561
ERR3211994_3808	1504	15.0916	15.0916	41.3973
ERR3211994_3809	2378	14.0826	14.0826	120.156
ERR3211994_3810	1357	11.7026	11.7026	21.3434
ERR3211994_3811	1591	14.7842	14.7842	6.66379
ERR3211994_3812	2519	12.5829	12.5829	13.6562
ERR3211994_3813	1950	16.4517	16.4517	46.1796
ERR3211994_3814	1083	12.1833	12.1833	7.53397
ERR3211994_3815	1181	7.31232	7.31232	4.02277
ERR3211994_3816	1259	10.5915	10.5915	22.175
ERR3211994_3817	2977	9.78316	9.78316	15.7912
ERR3211994_3818	1047	9.78818	9.78818	5.68498
ERR3211994_3819	1023	8.18213	8.18213	24.0941
ERR3211994_3820	3937	9.9295	9.9295	8.1348
ERR3211994_3821	2424	25.9481	25.9481	72.8068
ERR3211994_3822	1049	9.76085	9.76085	5.96614
ERR3211994_3823	1062	6.24123	6.24123	3.40607
ERR3211994_3824	2528	8.22414	8.22414	9.14246
ERR3211994_3825	1415	9.07589	9.07589	5.62556
ERR3211994_3826	1482	10.1704	10.1704	7.80643
ERR3211994_3827	1096	12.4567	12.4567	37.207
ERR3211994_3828	1069	7.68988	7.68988	5.98541
ERR3211994_3829	1185	9.95556	9.95556	4.35586
ERR3211994_3830	4301	12.0301	12.0301	11.1424
ERR3211994_3831	1181	7.73618	7.73618	6.79444
ERR3211994_3832	1209	6.49292	6.49292	3.23881
ERR3211994_3833	1459	9.0932	9.0932	2.76501
ERR3211994_3834	1438	13.472	13.472	12.1903
ERR3211994_3835	2040	24.2624	24.2624	78.7496
ERR3211994_3836	4667	16.7281	16.7281	30.2373
ERR3211994_3837	1719	12.8617	12.8617	11.5478
ERR3211994_3838	1234	12.1467	12.1467	10.6331
ERR3211994_3839	1202	8.20247	8.20247	7.22729
ERR3211994_3840	1057	7.05292	7.05292	5.42547
ERR3211994_3841	1379	11.6127	11.6127	7.12349
ERR3211994_3842	11303	16.3443	16.3443	22.1024
ERR3211994_3843	1110	8.825	8.825	12.034
ERR3211994_3844	1272	7.00713	7.00713	3.64668
ERR3211994_3845	1005	5.70877	5.70877	4.846
ERR3211994_3846	1248	6.13752	6.13752	3.58087
ERR3211994_3847	1472	8.38351	8.38351	4.7423
ERR3211994_3848	2245	8.76563	8.76563	8.43542
ERR3211994_3849	1821	16.9988	16.9988	15.0802
ERR3211994_3850	1217	16.8847	16.8847	387.38
ERR3211994_3851	1731	15.081	15.081	15.8643
ERR3211994_3852	1447	11.3207	11.3207	11.7226
ERR3211994_3853	1265	6.12377	6.12377	1.8572
ERR3211994_3854	2000	11.5308	11.5308	10.8928
ERR3211994_3855	1043	6.43337	6.43337	5.16737
ERR3211994_3856	1855	6.27273	6.27273	3.34517
ERR3211994_3857	1041	5.61055	5.61055	2.17737
ERR3211994_3858	1360	12.7992	12.7992	26.1192
ERR3211994_3859	1243	11.8079	11.8079	23.2652
ERR3211994_3860	1260	10.3423	10.3423	5.15593
ERR3211994_3861	1523	93.7101	93.7101	884.889
ERR3211994_3862	1884	12.2935	12.2935	13.9698
ERR3211994_3863	1203	41.622	41.622	373.094
ERR3211994_3864	1276	9.66252	9.66252	7.13046
ERR3211994_3865	1187	11.1254	11.1254	17.6928
ERR3211994_3866	1112	9.85135	9.85135	30.9508
ERR3211994_3867	1573	10.0977	10.0977	7.45109
ERR3211994_3868	1795	40.9903	40.9903	554.259
ERR3211994_3869	2776	12.4497	12.4497	17.2951
ERR3211994_3870	1760	8.70373	8.70373	5.06256
ERR3211994_3871	1243	17.1436	17.1436	47.9088
ERR3211994_3872	1911	7.79841	7.79841	6.20991
ERR3211994_3873	2501	9.34326	9.34326	9.82293
ERR3211994_3874	1367	9.19228	9.19228	13.8692
ERR3211994_3875	2341	50.1657	50.1657	571.011
